Sample ID,d13C,C Amount (ug),d13C Comment,d15N,N Amount (ug),d15N Comment,Tray Name,Well Id,Type of Material,Analysis,Enriched?,Estimated Enrichment,Amount (mg),OurLabID,Analysis Number
144,-33.16,862.00,,2.48,55.14,,Bd-d13-tray2,H10,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.156,1257372,403878
142,-32.39,852.40,,2.79,49.13,,Bd-d13-tray2,H11,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.16,1257373,403879
452,-31.28,625.32,,2.23,19.23,Precision decreases for samples containing less than 20ugN,Bd-d13-tray2,H12,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.066,1257374,403880
42,-33.26,458.15,,2.31,37.04,,Bd-d13-tray3,A1,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.925,1257375,403883
430,-33.02,525.51,,3.06,24.19,,Bd-d13-tray3,A2,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.742,1257376,403884
446,-32.90,731.57,,0.67,35.20,,Bd-d13-tray3,A3,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.161,1257377,403885
514,-30.74,673.59,,2.55,29.33,,Bd-d13-tray3,A4,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.99,1257378,403886
506,-32.59,729.04,,2.98,39.31,,Bd-d13-tray3,A5,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.969,1257379,403887
560,-31.18,580.04,,2.23,32.53,,Bd-d13-tray3,A6,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.893,1257380,403888
366,-32.46,794.01,,0.46,40.41,,Bd-d13-tray3,A7,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.211,1257381,403889
226,-32.16,668.08,,2.97,32.32,,Bd-d13-tray3,A8,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.146,1257382,403890
20,-31.26,680.69,,2.76,36.94,,Bd-d13-tray3,A9,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.856,1257383,403891
230,-32.58,752.61,,3.40,37.47,,Bd-d13-tray3,A10,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.871,1257384,403892
456,-30.14,669.92,,2.48,27.46,,Bd-d13-tray3,A11,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.843,1257385,403893
340,-30.92,732.75,,3.28,30.64,,Bd-d13-tray3,A12,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.092,1257386,403894
558,-29.88,699.41,,3.14,26.86,,Bd-d13-tray3,B1,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.787,1257387,403898
520,-30.86,714.36,,2.68,39.04,,Bd-d13-tray3,B2,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.835,1257388,403899
360,-31.81,809.94,,-0.38,55.32,,Bd-d13-tray3,B3,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.05,1257389,403900
318,-30.55,643.33,,2.32,20.50,,Bd-d13-tray3,B4,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.001,1257390,403901
516,-29.14,844.47,,3.15,35.13,,Bd-d13-tray3,B5,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.124,1257391,403902
152,-31.19,765.58,,2.54,28.34,,Bd-d13-tray3,B7,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.986,1257393,403903
214,-29.87,736.69,,1.86,26.75,,Bd-d13-tray3,B8,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.1,1257394,403904
240,-30.86,814.91,,2.79,32.63,,Bd-d13-tray3,B9,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.15,1257395,403905
362,-32.41,749.67,,1.04,38.55,,Bd-d13-tray3,B10,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.079,1257396,403906
454,-31.38,750.96,,0.23,42.65,,Bd-d13-tray3,B11,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.056,1257397,403907
442,-33.64,648.60,,2.60,32.67,,Bd-d13-tray3,B12,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.034,1257398,403908
194,-32.37,716.40,,2.02,38.98,,Bd-d13-tray3,C1,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.113,1257399,403915
354,-31.36,819.13,,1.18,53.84,,Bd-d13-tray3,C3,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.146,1257401,403916
526,-32.99,677.74,,3.22,31.14,,Bd-d13-tray3,C4,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.977,1257402,403917
510,-33.33,406.86,,3.30,22.74,,Bd-d13-tray3,C5,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.936,1257403,403918
554,-31.46,652.22,,2.78,41.86,,Bd-d13-tray3,C6,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.827,1257404,403919
550,-33.54,812.15,,2.07,40.39,,Bd-d13-tray3,C7,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.126,1257405,403920
352,-31.27,786.13,,0.72,31.00,,Bd-d13-tray3,C8,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.023,1257406,403921
346,-33.50,249.46,,1.23,12.78,Precision decreases for samples containing less than 20ugN,Bd-d13-tray3,C9,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.913,1257407,403922
238,-30.27,631.34,,3.48,23.22,,Bd-d13-tray3,C10,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.129,1257408,403923
370,-32.89,787.91,,2.16,38.79,,Bd-d13-tray3,C11,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.961,1257409,403924
450,-33.01,849.14,,0.35,33.00,,Bd-d13-tray3,C12,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.169,1257410,403925
466,-32.18,834.79,,2.10,37.82,,Bd-d13-tray3,D1,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.044,1257411,403929
54,-31.47,754.18,,0.65,45.01,,Bd-d13-tray3,D2,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.076,1257412,403930
522,-32.54,871.70,,3.38,44.21,,Bd-d13-tray3,D3,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.219,1257413,403931
326,-33.01,818.33,,1.81,40.16,,Bd-d13-tray3,D4,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.091,1257414,403932
536,-30.02,677.43,,3.71,22.73,,Bd-d13-tray3,D5,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.848,1257415,403933
566,-32.38,765.62,,2.59,36.27,,Bd-d13-tray3,D6,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.887,1257416,403934
546,-32.76,748.10,,2.70,39.82,,Bd-d13-tray3,D7,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.171,1257417,403935
540,-31.12,773.48,,2.78,30.98,,Bd-d13-tray3,D8,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.161,1257418,403936
10,-33.22,733.31,,1.98,41.47,,Bd-d13-tray3,D9,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.876,1257419,403937
344,-33.63,841.57,,1.88,49.06,,Bd-d13-tray3,D10,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.192,1257420,403938
380,-31.03,757.28,,2.67,35.02,,Bd-d13-tray3,D11,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.019,1257421,403939
444,-33.48,679.90,,1.58,37.48,,Bd-d13-tray3,D12,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.888,1257422,403940
378,-30.13,604.86,,2.62,26.85,,Bd-d13-tray3,E1,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.88,1257423,403944
44,-34.70,715.37,,2.15,52.35,,Bd-d13-tray3,E2,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.827,1257424,403945
524,-32.92,753.35,,3.32,42.45,,Bd-d13-tray3,E3,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.032,1257425,403946
322,-32.63,788.97,,3.25,34.71,,Bd-d13-tray3,E4,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.957,1257426,403947
504,-32.88,812.68,,2.98,43.77,,Bd-d13-tray3,E5,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.186,1257427,403948
574,-30.79,811.69,,2.44,38.74,,Bd-d13-tray3,E6,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.162,1257428,403949
480,-31.07,716.98,,2.36,31.38,,Bd-d13-tray3,E7,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.895,1257429,403950
234,-30.10,842.20,,2.63,35.13,,Bd-d13-tray3,E8,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.177,1257430,403951
228,-32.24,755.85,,2.93,37.76,,Bd-d13-tray3,E9,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.919,1257431,403952
236,-30.24,707.13,,3.52,25.68,,Bd-d13-tray3,E10,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.049,1257432,403953
350,-33.16,749.20,,0.92,39.07,,Bd-d13-tray3,E11,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.154,1257433,403954
448,-33.41,726.42,,1.42,29.86,,Bd-d13-tray3,E12,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.916,1257434,403955
578,-30.36,706.39,,0.49,20.81,,Bd-d13-tray3,F1,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.943,1257435,403958
58,-30.89,680.20,,2.06,33.23,,Bd-d13-tray3,F2,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.078,1257436,403959
422,-31.67,739.17,,3.58,27.49,,Bd-d13-tray3,F3,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.846,1257437,403960
332,-30.78,786.65,,3.00,25.97,,Bd-d13-tray3,F4,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.112,1257438,403961
512,-30.96,812.46,,3.34,29.88,,Bd-d13-tray3,F5,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.199,1257439,403962
572,-30.48,750.74,,2.78,25.55,,Bd-d13-tray3,F6,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.913,1257440,403963
48,-33.67,740.43,,3.08,35.91,,Bd-d13-tray3,F7,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.009,1257441,403964
528,-32.25,809.42,,3.49,32.10,,Bd-d13-tray3,F8,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.048,1257442,403965
222,-31.47,877.32,,3.39,39.05,,Bd-d13-tray3,F9,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.153,1257443,403966
368,-33.01,728.76,,0.98,32.04,,Bd-d13-tray3,F10,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.839,1257444,403967
348,-33.12,695.26,,2.64,30.46,,Bd-d13-tray3,F11,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.833,1257445,403968
460,-31.39,596.25,,3.09,25.51,,Bd-d13-tray3,F12,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.981,1257446,403969
542,-32.31,849.33,,2.91,35.61,,Bd-d13-tray3,G1,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.125,1257447,403973
538,-29.18,849.29,,3.12,33.86,,Bd-d13-tray3,G2,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.11,1257448,403974
518,-29.97,586.32,,2.80,26.01,,Bd-d13-tray3,G3,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.23,1257449,403975
338,-29.99,770.55,,3.36,32.78,,Bd-d13-tray3,G4,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.219,1257450,403976
532,-30.61,647.82,,3.26,22.97,,Bd-d13-tray3,G5,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.037,1257451,403977
432,-30.19,673.63,,3.36,22.23,,Bd-d13-tray3,G6,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.921,1257452,403978
232,-29.70,839.99,,3.38,23.03,,Bd-d13-tray3,G8,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.058,1257454,403979
186,-33.51,492.42,,1.79,27.06,,Bd-d13-tray3,G9,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.003,1257455,403980
356,-30.88,784.37,,0.66,44.85,,Bd-d13-tray3,G10,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.077,1257456,403981
358,-30.24,797.97,,1.73,34.77,,Bd-d13-tray3,G11,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.103,1257457,403982
458,-30.53,766.36,,2.35,25.82,,Bd-d13-tray3,G12,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.142,1257458,403983
530,-32.82,886.32,,2.83,40.64,,Bd-d13-tray3,H1,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.153,1257459,403987
552,-31.30,654.32,,2.44,27.43,,Bd-d13-tray3,H3,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.905,1257461,403988
224,-32.73,736.77,,2.63,38.25,,Bd-d13-tray3,H4,plant tissue in tin,"d13C, d15N, TotC & N",No,,1.901,1257462,403989
508,-33.08,713.52,,3.11,36.01,,Bd-d13-tray3,H5,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.172,1257463,403990
502,-32.18,734.10,,2.46,37.34,,Bd-d13-tray3,H6,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.039,1257464,403991
46,-33.04,1005.40,,1.97,57.22,,Bd-d13-tray3,H7,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.125,1257465,403992
376,-30.39,822.65,,1.96,33.67,,Bd-d13-tray3,H8,plant tissue in tin,"d13C, d15N, TotC & N",No,,2.133,1257466,403993
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
